X	Y	OBJECTID	COMPKEY	UNITID	UNITDESC	CONDITION	OWNERSHIP	CURRENT_STATUS	PRIMARYDISTRICTCD	SECONDARYDISTRICTCD	OVERRIDEYN	ELMNTKEY	COMPTYPE	SEGKEY	DISTANCE	WIDTH	UNITTYPE	MEASDIST	RECEIPT_NBR	PANDD_NBR	PANDD_NBR_START	PAIDAREA	SUBAREA	SIDE	PERSO_NBR	PS_CONFIGURATION	PAY_BY_PHONE	WIRELESS_CARRIER	MODEM	MODEL	CARD_READER	CATEGORY	OVERRIDECOMMENT	WKD_RATE1	WKD_START1	WKD_END1	WKD_RATE2	WKD_START2	WKD_END2	WKD_RATE3	WKD_START3	WKD_END3	SAT_RATE1	SAT_START1	SAT_END1	SAT_RATE2	SAT_START2	SAT_END2	SAT_RATE3	SAT_START3	SAT_END3	SUN_RATE1	SUN_START1	SUN_END1	SUN_RATE2	SUN_START2	SUN_END2	SUN_RATE3	SUN_START3	SUN_END3	START_TIME_WKD	END_TIME_WKD	START_TIME_SAT	END_TIME_SAT	START_TIME_SUN	END_TIME_SUN	PEAK_HOUR	SHAPE_LNG	SHAPE_LAT
-122.3421957	47.62129228	866	338432	PSL-U299	DEXTER AVE N 0030 BLOCK E SIDE ( 127) 127 FT N/O THOMAS ST (NDR-03-10)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	32910	109	10073	148	-45	PSL	127	U299	19299002	19299	South Lake Union	South	E	1646	14460	87650	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3421957	47.62129228
-122.3425436	47.62277587	1199	338495	PSL-U302	DEXTER AVE N 0040 BLOCK W SIDE ( 236) 236 FT N/O HARRISON ST (NDR-04-19)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	10053	109	10074	263	44	PSL	236	U302	19302002	19302	South Lake Union	South	W	2298	14460	87715	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3425436	47.62277587
-122.3425345	47.62381637	662	338499	PSL-U304	DEXTER AVE N 0050 BLOCK W SIDE ( 199) 199 FT N/O REPUBLICAN ST (NDR-05-19)                                                                                                                                                                                     	GOOD	SDOT	INSVC	DISTRICT7	 	N	55377	109	10075	216.5	44	PSL	199	U304	19304002	19304	South Lake Union	South	W	1646	14460	87903	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3425345	47.62381637
-122.3409681	47.62028246	247	338512	PSL-U306	8TH AVE N 0020 BLOCK E SIDE ( 185) 185 FT N/O JOHN ST (N08-02-12)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	76198	109	8288	208	-28	PSL	185	U306	19306002	19306	South Lake Union	South	E	1646	14460	87700	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3409681	47.62028246
-122.3411994	47.62026971	913	338537	PSL-U308	8TH AVE N 0020 BLOCK W SIDE ( 180) 180 FT N/O JOHN ST (N08-02-29)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	76197	109	8288	203	29	PSL	180	U308	19308002	19308	South Lake Union	South	W	1646	14460	87801	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3411994	47.62026971
-122.3422	47.62265686	308	338801	PSL-U311	DEXTER AVE N 0040 BLOCK E SIDE ( 202) 202 FT N/O HARRISON ST (NDR-04-16)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	10054	109	10074	220	-41	PSL	202	U311	19311002	19311	South Lake Union	South	E		14460	87620	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3422	47.62265686
-122.3411866	47.62264248	847	338907	PSL-U315	8TH AVE N 0040 BLOCK W SIDE ( 192) 192 FT N/O HARRISON ST (N08-04-19)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	76201	109	8290	216	31	PSL	192	U315	19315002	19315	South Lake Union	South	W	1646	14460	87803	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3411866	47.62264248
-122.3411825	47.62353163	1327	595687	PSL-U316	8TH AVE N 0050 BLOCK W SIDE (  92) 92 FT N/O REPUBLICAN ST (N08-05-07)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	8401	109	8291	114	32	PSL	92	U316	19316010	19316	South Lake Union	South	W	2160	14461	88265	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3411825	47.62353163
-122.3411766	47.62419291	1355	595688	PSL-U317	8TH AVE N 0050 BLOCK W SIDE (333.) 333.5 FT N/O REPUBLICAN ST (N08-05-29)                                                                                                                                                                                      	GOOD	SDOT	INSVC	DISTRICT7	 	N	8401	109	8291	355.5	32	PSL	333.5	U317	19317010	19317	South Lake Union	South	W	2160	14461	88267	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3411766	47.62419291
-122.3396675	47.62038872	114	338827	PSL-U318	9TH AVE N 0020 BLOCK E SIDE ( 225) 225 FT N/O JOHN ST (N09-02-18)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	76430	109	8530	248	-26	PSL	225	U318	19318002	19318	South Lake Union	South	E	1646	14460	87704	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3396675	47.62038872
-122.3409357	47.62258127	245	339143	PSL-U320	8TH AVE N 0040 BLOCK E SIDE ( 171) 171 FT N/O HARRISON ST (N08-04-14)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	76202	109	8290	194	-31	PSL	171	U320	19320002	19320	South Lake Union	South	E	1646	14460	87702	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3409357	47.62258127
-122.3409252	47.62374417	936	339159	PSL-U321	8TH AVE N 0050 BLOCK E SIDE ( 169) 169 FT N/O REPUBLICAN ST (N08-05-14)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	8402	109	8291	192	-31	PSL	169	U321	19321010	19321	South Lake Union	South	E	2160	14461	87614	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3409252	47.62374417
-122.340922	47.6240974	935	339161	PSL-U322	8TH AVE N 0050 BLOCK E SIDE ( 298) 298 FT N/O REPUBLICAN ST (N08-05-28)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	8402	109	8291	321	-31	PSL	298	U322	19322010	19322	South Lake Union	South	E	2160	14461	87822	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.340922	47.6240974
-122.3398784	47.62037309	933	339183	PSL-U326	9TH AVE N 0020 BLOCK W SIDE ( 220) 220 FT N/O JOHN ST (N09-02-17)                                                                                                                                                                                              	GOOD	SDOT	INSVC	DISTRICT7	 	N	76429	109	8530	242	26	PSL	220	U326	19326002	19326	South Lake Union	South	W	1646	14460	87805	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3398784	47.62037309
-122.3396609	47.62121752	1090	339402	PSL-U328	9TH AVE N 0030 BLOCK E SIDE ( 104) 104 FT N/O THOMAS ST (N09-03-10)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	31314	109	8531	124	-26	PSL	104	U328	19328002	19328	South Lake Union	South	E	1646	14460	87642	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3396609	47.62121752
-122.3398819	47.62149162	81	339352	PSL-U330	9TH AVE N 0030 BLOCK W SIDE ( 210) 210 FT N/O THOMAS ST (N09-03-17)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	31313	109	8531	224	29	PSL	210	U330	19330002	19330	South Lake Union	South	W	1646	14460	87741	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3398819	47.62149162
-122.3396497	47.62270767	1122	339412	PSL-U332	9TH AVE N 0040 BLOCK E SIDE ( 224) 224 FT N/O HARRISON ST (N09-04-18)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	76434	109	8532	242	-26	PSL	224	U332	19332002	19332	South Lake Union	South	E	2298	14460	87706	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3396497	47.62270767
-122.3372565	47.62363993	106	339420	PSL-U335	TERRY AVE N 0050 BLOCK W SIDE ( 140) 140 FT N/O REPUBLICAN ST (NTY-05-11)                                                                                                                                                                                      	GOOD	SDOT	INSVC	DISTRICT7	 	N	81117	109	13122	159	29	PSL	140	U335	19335002	19335	South Lake Union	South	W	1646	14460	87815	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3372565	47.62363993
-122.3425597	47.61951534	1056	341950	PSL-U336	DEXTER AVE N 0010 BLOCK W SIDE ( 333) 333 FT N/O DENNY WAY (NDR-01-27)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	55369	109	10071	353	41	PSL	333	U336	19336002	19336	South Lake Union	South	W	1646	14460	87773	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3425597	47.61951534
-122.3405945	47.62213715	1018	351486	PSL-U337	HARRISON ST 0080 BLOCK N SIDE (  95) 95 FT E/O 8TH AVE N (N4-08-08)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	10873	109	10837	116.5	32	PSL	95	U337	19337010	19337	South Lake Union	South	N	2160	14461	88140	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3405945	47.62213715
-122.3341786	47.61943003	175	485373	PSL-U339	FAIRVIEW AVE N 0010 BLOCK E SIDE ( 300) 300 FT N/O DENNY WAY (NFV-01-26)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	33142	109	10345	334	-20	PSL	300	U339	19339002	19339	South Lake Union	South	E	2298_NP4-6	14463	87652	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM			4-6PM	-122.3341786	47.61943003
-122.3336268	47.6195839	677	485347	PSL-U340	JOHN ST 0115 BLOCK S SIDE ( 141) 141 FT E/O FAIRVIEW AVE N (N2-11-63)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	79030	109	11082	157	-29	PSL	141	U340	19340002	19340	South Lake Union	South	S	1646	14460	87231	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3336268	47.6195839
-122.3331064	47.61912004	7	485870	PSL-U343	MINOR AVE N 0010 BLOCK W SIDE ( 200) 200 FT N/O DENNY WAY                                                                                                                                                                                                      	GOOD	SDOT	INSVC	DISTRICT7	 	N	11881	109	11885	222	32	PSL	200	U343	19343010	19343	South Lake Union	South	W	2160	14461	87725	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3331064	47.61912004
-122.3377233	47.61977653	1366	488483	PSL-U345	JOHN ST 0095 BLOCK N SIDE ( 154) 154 FT E/O WESTLAKE AVE N (N2-09-62)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	56357	109	11079	186	27	PSL	154	U345	19345010	19345	South Lake Union	South	N	2160	14461	87746	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3377233	47.61977653
-122.3375711	47.61962789	199	601120	PSL-U346	JOHN ST 0095 BLOCK S SIDE ( 196) 196 FT E/O WESTLAKE AVE N (N2-09-67)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	56358	109	11079	224	-27	PSL	196	U346	19346010	19346	South Lake Union	South	S	2160	14461	88269	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3375711	47.61962789
-122.3341847	47.62120351	876	519478	PSL-U350	FAIRVIEW AVE N 0030 BLOCK E SIDE ( 120) 120 FT N/O THOMAS ST (NFV-03-10)                                                                                                                                                                                       	GOOD	SDOT	INSVC	DISTRICT7	 	N	55638	109	10347	133	-21	PSL	120	U350	19350010	19350	South Lake Union	South	E	2160	14465	87680	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM			4-6PM	-122.3341847	47.62120351
-122.3370118	47.62227669	974	519638	PSL-U352	TERRY AVE N 0040 BLOCK E SIDE (  75) 75 FT N/O HARRISON ST (NTY-04-06)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	58422	109	13121	88	-34	PSL	75	U352	19352002	19352	South Lake Union	South	E	1646	14460	87690	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3370118	47.62227669
-122.3370063	47.62297151	61	519639	PSL-U353	TERRY AVE N 0040 BLOCK E SIDE ( 329) 329 FT N/O HARRISON ST (NTY-04-32)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	58422	109	13121	342	-34	PSL	329	U353	19353002	19353	South Lake Union	South	E	1646	14460	87862	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3370063	47.62297151
-122.3292686	47.61898771	1460	568652	PSL-U357	EASTLAKE AVE E 0010 BLOCK W SIDE ( 153) 153 FT N/O DENNY LOWER WAY (EE-01-17)                                                                                                                                                                                  	GOOD	SDOT	INSVC	DISTRICT7	 	N	78069	109	10162	166	34	PSL	153	U357	19357010	19357	South Lake Union	South	W	2160	14461	87811	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3292686	47.61898771
-122.3388948	47.62445626	121	604223	PSL-U359	MERCER SR ST 0090 BLOCK S SIDE ( 189) 189 FT E/O 9TH AVE N (N6-09-15)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	79778	109	11772	209	-34	PSL	189	U359	19359002	19359	South Lake Union	South	S	1646	14460	88285	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3388948	47.62445626
-122.3376974	47.62445654	417	604247	PSL-U360	MERCER SR ST 0095 BLOCK S SIDE ( 154) 154 FT E/O WESTLAKE AVE N (N6-09-61)                                                                                                                                                                                     	 	SDOT	INSVC	DISTRICT7	 	N	11778	109	11773	183	-34	PSL	154	U360	19360010	19360	South Lake Union	South	S	2160	14461	88287	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3376974	47.62445654
-122.3363973	47.62445995	317	604325	PSL-U361	MERCER SR ST 0100 BLOCK S SIDE ( 175) 175 FT E/O TERRY AVE N (N6-10-13A/13B)                                                                                                                                                                                   	GOOD	SDOT	INSVC	DISTRICT7	 	N	11782	109	11774	182	-31	PSL	175	U361	19361010	19361	South Lake Union	South	S	2160	14461	88289	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3363973	47.62445995
-122.3364839	47.62474934	119	604324	PSL-U362	MERCER NR ST 0100 BLOCK N SIDE ( 144) 144 FT E/O TERRY AVE N (N6-10-10)                                                                                                                                                                                        	GOOD	SDOT	INSVC	DISTRICT7	 	N	130802	109	589801	160	24	PSL	144	U362	19362010	19362	South Lake Union	South	N	2160	14461	86116	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3364839	47.62474934
-122.3377792	47.62475623	120	604323	PSL-U363	MERCER NR ST 0095 BLOCK N SIDE ( 136) 136 FT E/O WESTLAKE AVE N (N6-09-58)                                                                                                                                                                                     	GOOD	SDOT	INSVC	DISTRICT7	 	N	130799	109	589800	162	24	PSL	136	U363	19363010	19363	South Lake Union	South	N	2160	14461	86114	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3377792	47.62475623
-122.3403644	47.62329587	550	605888	PSL-U364	REPUBLICAN ST 0080 BLOCK N SIDE ( 158) 158 FT E/O 8TH AVE N (N5-08-12)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	80545	109	12560	171	29	PSL	158	U364	19364002	19364	South Lake Union	South	N	1646	14460	88182	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3403644	47.62329587
-122.339573	47.62596525	67	609663	PSL-U365	9TH AVE N 0070 BLOCK E SIDE ( 164) 164 FT N/O BROAD E ST (N09-07-12T)                                                                                                                                                                                          	GOOD	SDOT	INSVC	DISTRICT7	 	N	8626	109	8535	210.5	-31	PSL	164	U365	19365010	19365	South Lake Union	North	E	2160_$1.00	14458	86124	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.339573	47.62596525
-122.3372905	47.62041237	415	609661	PSL-U366	TERRY AVE N 0020 BLOCK W SIDE ( 249) 249 FT N/O JOHN ST (NTY-02-23)                                                                                                                                                                                            	GOOD	SDOT	INSVC	DISTRICT7	 	N	13105	109	13119	260	31	PSL	249	U366	19366002	19366	South Lake Union	South	W	1646	14460	86151	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3372905	47.62041237
-122.3378714	47.62563083	414	614109	PSL-U368	VALLEY ST 0090 BLOCK S SIDE ( 134) 134 FT E/O BROAD ST (N8-09-09)                                                                                                                                                                                              	 	SDOT	INSVC	DISTRICT3	DISTRICT7	N	35886	109	13265	189	-59	PSL	134	U368	19368010	19368	South Lake Union	North	S	2160	14458	88299	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3378714	47.62563083
-122.3364913	47.62563094	413	614669	PSL-U369	VALLEY ST 0100 BLOCK S SIDE ( 139) 139 FT E/O TERRY AVE N (N8-10-05)                                                                                                                                                                                           	GOOD	SDOT	INSVC	DISTRICT3	DISTRICT7	N	81242	109	13266	156.5	-57	PSL	139	U369	19369010	19369	South Lake Union	North	S	2160	14458	88301	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3364913	47.62563094
-122.3396432	47.6235421	549	619529	PSL-U371	9TH AVE N 0050 BLOCK E SIDE (  99) 99 FT N/O REPUBLICAN ST (N09-05-06)                                                                                                                                                                                         	GOOD	SDOT	INSVC	DISTRICT7	 	N	53810	109	8533	120	-26	PSL	99	U371	19371002	19371	South Lake Union	South	E	3049	14460	86130	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3396432	47.6235421
-122.335438	47.6231291	292	642299	PSL-U372	REPUBLICAN ST 0110 BLOCK S SIDE (  82) 82 FT E/O BOREN AVE N (N5-11--05)                                                                                                                                                                                       	 	SDOT	INSVC	DISTRICT7	 	N	12546	109	12564	99	-25	PSL	82	U372	19372002	19372	South Lake Union	South	S	1646	14460	86640	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.335438	47.6231291
-122.340429	47.62444695	501	642572	PSL-U373	MERCER SR ST 0082 BLOCK S SIDE (134.) 134.5 FT E/O 8TH AVE N (N6-08--13)                                                                                                                                                                                       	 	SDOT	INSVC	DISTRICT7	 	N	34386	109	11770	152	-36	PSL	134.5	U373	19373010	19373	South Lake Union	South	S	2160	14461	86818	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.340429	47.62444695
-122.3404497	47.62468573	191	642573	PSL-U374	MERCER NR ST 0080 BLOCK N SIDE ( 153) 153 FT E/O 8TH AVE N (N6-08--14)                                                                                                                                                                                         	 	SDOT	INSVC	DISTRICT7	 	N	130793	109	589798	153	27	PSL	153	U374	19374010	19374	South Lake Union	South	N	2160	14461	87037	T-MOBILE	3G	REV1	 	DISPLAY		2.5	480	659	3	660	1079				2.5	480	659	3	660	1079													08AM	06PM	08AM	06PM				-122.3404497	47.62468573
-122.342884	47.62534494	345	642574	PSL-U375	ROY ST 0070 BLOCK S SIDE ( 145) 145 FT E/O AURORA AVE N (N7-07-11)                                                                                                                                                                                             	 	SDOT	INSVC	DISTRICT7	 	N	57990	109	12689	189	-22	PSL	145	U375	19375010	19375	South Lake Union	North	S	2160_$1.00	14458	87532	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.342884	47.62534494
-122.3421907	47.62691518	193	650339	PSL-U376	DEXTER AVE N 0080 BLOCK E SIDE ( 217) 217 FT N/O VALLEY ST (NDR-08-18)                                                                                                                                                                                         	 	SDOT	INSVC	DISTRICT7	 	N	77982	109	10079	239.5	-34	PSL	217	U376	19376010	19376	South Lake Union	North	E	1240	14458	87342	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3421907	47.62691518
-122.3424181	47.63100721	622	696850	PSL-u380	DEXTER AVE N 0130 BLOCK W SIDE ( 141) 141 FT N/O COMSTOCK ST (NDR-13-11)                                                                                                                                                                                       	 	SDOT	INSVC	DISTRICT7	 	N	77993	109	10082	154	31	PSL	141	U380	19380002	19380	South Lake Union	North	W		14455	88282	T-MOBILE	3G	REV1	 	 		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3424181	47.63100721
-122.3424252	47.63018769	598	672895	PSL-U381	DEXTER AVE N 0120 BLOCK W SIDE ( 151) 151 FT N/O HIGHLAND DR (NDR-12-11T)                                                                                                                                                                                      	 	SDOT	INSVC	DISTRICT7	 	N	77989	109	10081	171	31	PSL	151	U381	19381002	19381	South Lake Union	North	W		14455	87267	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3424252	47.63018769
-122.3421963	47.62764961	608	672921	PSL-U382	DEXTER AVE N 0090 BLOCK E SIDE ( 167) 167 FT N/O ALOHA ST (NDR-09-16)                                                                                                                                                                                          	 	SDOT	INSVC	DISTRICT7	 	N	134962	109	664106	187	-31	PSL	167	U382	19382002	19382	South Lake Union	North	E		14455	86888	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3421963	47.62764961
-122.3424398	47.62855004	289	672898	PSL-U383	DEXTER AVE N 0100 BLOCK W SIDE ( 198) 198 FT N/O WARD ST (NDR-10-17)                                                                                                                                                                                           	 	SDOT	INSVC	DISTRICT7	 	N	77985	109	10080	198	31	PSL	198	U383	19383002	19383	South Lake Union	North	W		14455	87422	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3424398	47.62855004
-122.3424459	47.62785587	288	672899	PSL-U384	DEXTER AVE N 0090 BLOCK W SIDE ( 249) 249 FT N/O ALOHA ST (NDR-09-21)                                                                                                                                                                                          	 	SDOT	INSVC	DISTRICT7	 	N	134961	109	664106	262	31	PSL	249	U384	19384002	19384	South Lake Union	North	W		14455	86543	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.342446	47.62785587
-122.3426939	47.62718674	287	672900	PSL-U385	ALOHA ST 0070 BLOCK N SIDE ( 177) 177 FT E/O AURORA AVE N (N9-07-12)                                                                                                                                                                                           	 	SDOT	INSVC	DISTRICT7	 	N	76713	109	8814	212	17	PSL	177	U385	19385010	19385	South Lake Union	North	N		14458	87477	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3426939	47.62718674
-122.3429212	47.62709461	624	672901	PSL-U386	ALOHA ST 0070 BLOCK S SIDE ( 121) 121 FT E/O AURORA AVE N (N9-07-11)                                                                                                                                                                                           	 	SDOT	INSVC	DISTRICT7	 	N	76714	109	8814	156	-17	PSL	121	U386	19386010	19386	South Lake Union	North	S		14458	87353	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3429212	47.62709461
-122.3429441	47.62633025	286	672902	PSL-U387	VALLEY ST 0070 BLOCK N SIDE ( 125) 125 FT E/O AURORA AVE N (N8-07-08)                                                                                                                                                                                          	 	SDOT	INSVC	DISTRICT7	 	N	13261	109	13263	162	24	PSL	125	U387	19387010	19387	South Lake Union	North	N		14458	87351	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.3429441	47.62633025
-122.342901	47.62619845	587	672904	PSL-U388	VALLEY ST 0070 BLOCK S SIDE ( 133) 133 FT E/O AURORA AVE N (N8-07-11)                                                                                                                                                                                          	 	SDOT	INSVC	DISTRICT7	 	N	13262	109	13263	173	-24	PSL	133	U388	19388010	19388	South Lake Union	North	S		14458	87534	T-MOBILE	3G	REV1	 	DISPLAY		1.5	480	659	2	660	1079				1.5	480	659	2	660	1079													08AM	06PM	08AM	06PM				-122.342901	47.62619845
